ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GeographicAreaCoordinationCenterCode,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime,ModifiedOnDateTime,Source
,DEFAULT,,,,150,,KYKIC,2400,,Minimal,Smoldering,Flanking,,Human,,,,,"12/3/2021, 9:00 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 4:30 PM","12/5/2021, 3:00 PM","12/6/2021, 4:30 PM",F,Type 5 IC,Little Leatherwood,4.25 Miles South of Lost Creek KY.,WF,FI,,,,,,0,,,,,0,210250177,100,100,Jackson,Breathitt,KYKIC,21025,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),,6,2021-KYKYS-210250177,No Decision,ics209,ics209,0,,,"12/6/2021, 12:56 AM","12/6/2021, 10:04 PM",IRWIN
,DEFAULT,,,,800,,KYKIC,8300,,Minimal,Wind Driven Runs,Running,Flanking,Human,,,,,"12/5/2021, 3:30 AM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 8:30 PM","12/6/2021, 3:00 PM","12/6/2021, 8:30 PM",F,Type 5 IC,Billys Branch,1.0 miles East of Goose Rock on KY HWY 421.,WF,FI,,,,,,0,,,,,0,21-00611,100,100,Manchester,Clay,KYKIC,21051,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Medium Logging Slash,17,2021-KYKYS-21-00611,No Decision,ics209,ics209,0,,,"12/6/2021, 6:04 AM","12/6/2021, 10:02 PM",IRWIN
,DEFAULT,,,,40,1,FLFIC,,,,,,,Undetermined,,,,,"12/6/2021, 4:23 PM",,,,,,,,,SACC,,,,,,CE 27 1205,,RX,FI,27.10666,-81.08321,40,,,0,0,0,0,0,,000859,,,,Glades,FLFIC,12043,BIA,FLSEA,BIA,Federal,,,,,,,SA48,BIA,FLSEA,US-FL,,,,,,2021-FLSEA-000859,No Decision,wildcad,wildcad,0,,,"12/6/2021, 4:30 PM","12/6/2021, 11:54 PM",IRWIN
,DEFAULT,,,,0.1,1,NMSDC,,,,,,,Undetermined,,,PD41,,"12/6/2021, 1:32 AM",,,,,,,P3,,SWCC,,,,,,769,,WF,FI,32.81838,-108.1474,,,,0,1,0,0,0,,000769,,,,Grant,NMSDC,35017,FS,NMGNF,USFS,Federal,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000769,No Decision,wildcad,firecode,0,,,"12/6/2021, 6:00 PM","12/13/2021, 6:03 PM",IRWIN
,DEFAULT,,,,226,,KYKIC,3800,,Minimal,,,,Human,,,,,"12/5/2021, 8:00 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 9:30 PM","12/6/2021, 3:00 PM","12/6/2021, 9:30 PM",F,Type 5 IC,Cotton Bend #4,"3.0 Miles Northeast of Manchester, on Panama School Rd",WF,FI,,,,,,0,,,,,0,21-00613,100,100,Manchester,Clay,KYKIC,21051,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Hardwood Litter,Timber (Litter and Understory),7,2021-KYKYS-21-00613,No Decision,ics209,ics209,0,,,"12/6/2021, 10:03 PM","12/6/2021, 10:03 PM",IRWIN
,DEFAULT,235.52,,,235.52,,KYKIC,6800,,Minimal,,,,Human,,,,,"12/5/2021, 7:45 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/6/2021, 9:00 PM","12/6/2021, 3:00 PM","12/6/2021, 9:00 PM",F,Type 5 IC,Left Fork - Island Creek,"1.0 Miles East of Island City Ky, on Hwy 1350",WF,FI,,,,,,0,,,,,0,21-00612,100,100,Booneville,Owsley,KYKIC,21189,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,Timber,TL6,Medium Logging Slash,Timber (Grass and Understory),11,2021-KYKYS-21-00612,No Decision,ics209,INFORM_Inspector,0,,,"12/6/2021, 10:02 PM","12/10/2021, 3:29 PM",IRWIN
,DEFAULT,,,,310,,KYKIC,6000,,Minimal,Smoldering,Running,Uphill Runs,Human,,,,,"12/5/2021, 2:30 AM",Type 5 Incident,,50,50,0,0,,,SACC,"12/6/2021, 11:30 PM","12/6/2021, 3:00 PM","12/6/2021, 11:30 PM",F,Type 5 IC,Daniels Cemetery Road,".5 miles south of Yerkes, KY",WF,FI,,,,,,0,,,,,0,211930202,100,100,Yerkes,Perry,KYKIC,21193,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Timber (Litter and Understory),Light Logging Slash,12,2021-KYKYS-211930202,No Decision,ics209,ics209,0,,,"12/6/2021, 10:05 PM","12/9/2021, 12:03 AM",IRWIN
,DEFAULT,,,,441,,KYKIC,5300,,Minimal,Smoldering,Running,Flanking,Human,,,,,"12/5/2021, 10:15 PM",Type 5 Incident,,50,50,0,0,,,SACC,"12/7/2021, 11:30 PM","12/7/2021, 3:00 PM","12/7/2021, 11:30 PM",F,Type 5 IC,Flatwoods,"3 miles east of Dorton, KY",WF,FI,,,,,,0,,,,,0,211950212,100,100,Dorton,Pike,KYKIC,21195,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,Hardwood Litter,Timber (Litter and Understory),6,2021-KYKYS-211950212,No Decision,ics209,ics209,0,,,"12/6/2021, 10:05 PM","12/9/2021, 4:39 PM",IRWIN
,DEFAULT,,,,36,1,MIMIDC,,,,,,,Undetermined,,,,,"12/7/2021, 6:16 PM",,,,,,,,,EACC,,,,,,Fuji Piles,,RX,FI,46.37329,-84.73794,4,,,0,0,0,0,0,,210381,,,,Chippewa,MIMIDC,26033,FS,MIHIF,USFS,Federal,,,,,,,EA06,FS,MIHIF,US-MI,,,,,,2021-MIHIF-210381,No Decision,wildcad,wildcad,0,,,"12/7/2021, 6:18 PM","12/8/2021, 8:21 PM",IRWIN
,DEFAULT,,,,20,1,ARAOC,,,,,,,Undetermined,,,,,"12/7/2021, 6:51 PM",,,,,,,,,SACC,,,,,,ALVIN HARJO,,RX,FI,35.3294,-96.633,,,,0,0,0,0,0,,002528,,,,Seminole,ARAOC,40133,BIA,OKWEA,BIA,Federal,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2021-OKWEA-002528,No Decision,wildcad,wildcad,0,,,"12/7/2021, 6:52 PM","12/7/2021, 6:53 PM",IRWIN
,DEFAULT,,,,20,1,MTLEC,,,,,,,Undetermined,,,,,"9/6/2021, 11:19 PM",,,,,,,,,NRCC,,,,,,FPA-2021-550,,WF,FI,48.084074,-105.065979,20,,,0,0,0,0,0,,000550,,,,Roosevelt,MTFPAC,30085,,MTAST,Tribal,Other,,,,,,,NR15,BIA,MTFPA,US-MT,,,,,,2021-MTFPA-000550,No Decision,wildcad,wildcad,0,,,"12/8/2021, 5:31 PM","12/8/2021, 7:06 PM",IRWIN
,DEFAULT,,,,180,180,INIIC,,,,,,,,,,,,"12/2/2021, 8:00 PM",,,,,,,,,EACC,,,,,,22-INDU Hobart Prairie Grove ONPS,,RX,FI,,,,,,0,1,,,,,210032,,,,Lake,INIIC,18089,NPS,INIDP,NPS,Federal,,,,,,,EA11,NPS,INIDP,US-IN,Timber,TL9,,,,2021-INIDP-210032,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,"12/8/2021, 5:52 PM","12/10/2021, 9:40 PM",IRWIN
,DEFAULT,,,,70,70,MTLEC,,,,,,,Undetermined,,,,,"11/15/2021, 10:12 PM",,,,,,,,,NRCC,,,,,,MTLG36-601,,WF,FI,47.267667,-110.500667,,,,0,0,0,0,0,,000601,,,,Judith Basin,MTLEC,30045,,,Private,Private,,,,,,,NR11,C&L,MTLG36,US-MT,,,,,,2021-MTLG36-000601,No Decision,wildcad,wildcad,0,,,"12/8/2021, 10:15 PM","12/8/2021, 10:15 PM",IRWIN
,DEFAULT,,,,30,1,ARAOC,,,,,,,Undetermined,,,,,"12/2/2021, 7:00 PM",,,,,,,,,SACC,,,,,,Kialegee,,RX,FI,35.2375,-96.279722,30,,,0,0,0,0,0,,002500,,,,Hughes,ARAOC,40063,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,,,,2021-OKOMA-002500,No Decision,wildcad,wildcad,0,,,"12/8/2021, 11:35 PM","12/8/2021, 11:35 PM",IRWIN
,DEFAULT,,,,9.5,1,SDGPC,,,,,,,Human,,,PD3D,,"12/9/2021, 8:17 PM",,,,,,,PR,1522,RMCC,,,,,,Prairie Dog,,WF,FI,40.39803,-99.14119,,,,0,1,0,0,0,,210978,,,,Kearney,SDGPC,31099,,,Private,Private,,,,,,,RM67,FWS,NERBR,US-NE,,,,,,2021-NERBR-210978,No Decision,wildcad,wildcad,0,,,"12/9/2021, 9:22 PM","12/10/2021, 7:45 PM",IRWIN
,DEFAULT,235,,,235,235,KYKIC,,,,,,,Undetermined,,,PD3Q,,"12/10/2021, 4:19 PM",,,,,,,PN,1522,SACC,,,,,,Left Fork Island Creek,,WF,FI,37.371389,-83.749444,,,,0,1,1,0,0,,210232,,,,Owsley,KYKIC,21189,,,Private,Private,,,,,,,SA27,DVF,KYKYS,US-KY,,,,,,2021-KYKYS-210232,No Decision,wildcad,INFORM_Inspector,0,,,"12/10/2021, 5:37 PM","12/10/2021, 5:45 PM",IRWIN
,DEFAULT,,,,1,1,NMSDC,,,,,,,Undetermined,,,,,"12/10/2021, 5:47 PM",,,,,,,,,SWCC,,,,,,Glenwood District Wide Piles Rx,,RX,FI,33.30736,-108.8875,,,,0,1,0,0,0,,000771,,,,Catron,NMSDC,35003,FS,NMGNF,USFS,Federal,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000771,No Decision,wildcad,wildcad,0,,,"12/10/2021, 6:50 PM","12/10/2021, 6:50 PM",IRWIN
,DEFAULT,,,,1,1,NMSDC,,,,,,,Undetermined,,,,,"12/10/2021, 7:46 PM",,,,,,,,,SWCC,,,,,,Poverty Creek WUI Rx,,RX,FI,33.47534,-107.797,203,,,0,1,0,0,0,,000772,,,,Sierra,NMSDC,35051,FS,NMGNF,USFS,Federal,,,,,,,SW08,FS,NMGNF,US-NM,,,,,,2021-NMGNF-000772,No Decision,wildcad,wildcad,0,,,"12/10/2021, 8:26 PM","12/10/2021, 8:26 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/10/2021, 8:27 PM",,,,,,,,,OSCC,,,,,,HEMLOCK AV / PERRIS BL,,WF,FI,33.942702,-117.22644,,,,0,0,0,0,0,,171913,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-171913,No Decision,cfcad,cfcad,0,,,"12/10/2021, 8:40 PM","12/10/2021, 8:40 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/10/2021, 9:17 PM",,,,,,,,,OSCC,,,,,,E ST  HEM,,WF,FI,33.745806,-116.892386,,,,0,0,0,0,0,,171944,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-171944,No Decision,cfcad,cfcad,0,,,"12/10/2021, 9:44 PM","12/10/2021, 9:44 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/10/2021, 9:46 PM",,,,,,,,,OSCC,,,,,,LAC-394937,,WF,FI,34.70395,-118.16587,,,,0,,,,,,394937,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-394937,No Decision,lacocad,lacocad,0,,,"12/10/2021, 9:48 PM","12/10/2021, 9:48 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/10/2021, 9:57 PM",,,,,,,,,OSCC,,,,,,WITHROW ELEMENTARY SCH ELCA,,WF,FI,33.683847,-117.3946,,,,0,,,,,,171959,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-171959,No Decision,cfcad,cfcad,0,,,"12/10/2021, 9:58 PM","12/10/2021, 10:01 PM",IRWIN
,DEFAULT,,,,10500,1,FLFIC,,,,,,,Undetermined,,,,,"3/3/2021, 2:05 PM",,,,,,,,,SACC,,,,,,Raccoon Point RX,,RX,FI,25.98514,-80.90269,1500,,,0,0,0,0,0,,000210,,,,Collier,FLFIC,12021,NPS,FLBCP,NPS,Federal,,,,,,,SA50,NPS,FLBCP,US-FL,,,,,,2021-FLBCP-000210,No Decision,wildcad,wildcad,0,,,"12/10/2021, 9:56 PM","12/10/2021, 9:56 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/10/2021, 10:16 PM",,,,,,,,,OSCC,,,,,,I 10  E/ RAMSEY ST ONRP,,WF,FI,33.928,-116.845189,,,,0,0,0,0,0,,171964,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-171964,No Decision,cfcad,cfcad,0,,,"12/10/2021, 10:26 PM","12/10/2021, 10:46 PM",IRWIN
,DEFAULT,,,,1005.4,0.1,NMABC,64173,,Minimal,Smoldering,Torching,,Human,,,PD3V,,"12/10/2021, 10:17 PM",Type 3 Incident,,0,100,0,0,P3,0303,SWCC,"12/13/2021, 7:00 AM","12/12/2021, 4:00 AM","12/13/2021, 7:00 AM",U,Type 3 IC,BURKS,"1.6 miles SE of Reydon, OK",WF,FI,35.66993,-100.0255,1500,,,0,1,0,0,1,0,000399,80,100,,Roger Mills,ARAOC,40129,DVF,OKOKS,State,Other,,,,,,,SW13,DVF,OKOKS,US-OK,,,Tall Grass (2.5 feet),Timber (Grass and Understory),7,2021-OKOKS-000399,No Decision,wildcad,ics209,0,,,"12/10/2021, 10:53 PM","12/13/2021, 7:08 AM",IRWIN
,DEFAULT,,,,2300,500,TXTIC,0,,Minimal,Smoldering,Creeping,,Undetermined,Undetermined,,PD30,,"12/10/2021, 9:19 PM",Type 4 Incident,,,,,,,,SACC,"12/13/2021, 2:00 AM","12/12/2021, 4:00 PM","12/13/2021, 2:00 AM",F,Type 4 IC,Electra Complex,Fire is just outside Electra to the north and west.,CX,FI,34.0370345,-98.92943152,,,,0,,,,,0,213509,40,100,Electra,Wichita,TXTIC,48485,SFS,TXTXS,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),Brush (2 feet),38,2021-TXTXS-213509,No Decision,wires,ics209,0,,,"12/10/2021, 11:00 PM","12/13/2021, 5:05 AM",IRWIN
,DEFAULT,,,,890,20,TXTIC,0,,Minimal,Smoldering,,,Undetermined,Undetermined,,,,"12/10/2021, 9:24 PM",Type 5 Incident,,0,100,0,0,,,SACC,"12/11/2021, 8:00 PM","12/11/2021, 4:00 PM","12/11/2021, 8:00 PM",F,Type 5 IC,Live,about 14 miles north of Abiliene,WF,FI,32.708713,-99.76203,,,,0,,,,,0,213505,100,100,,Jones,TXTIC,48253,SFS,TXTXS,Private,Private,,,,,,,SA05,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),Brush (2 feet),23,2021-TXTXS-213505,No Decision,wires,ics209,0,,,"12/10/2021, 11:06 PM","12/12/2021, 5:37 AM",IRWIN
,DEFAULT,,,,0.1,1,CASBCC,,,,,,,Undetermined,,,PD39,,"12/10/2021, 11:33 PM",,,,,,,,,OSCC,,,,,,VEG/ZL/7543,,WF,FI,34.75892,-117.0098,,,,0,1,0,0,0,,018938,,,,San Bernardino,CASBCC,06071,,,Private,Private,,,,,,,SC14,BLM,CACDD,US-CA,,,,,,2021-CACDD-018938,No Decision,wildcad,firecode,0,,,"12/10/2021, 11:56 PM","12/11/2021, 10:04 PM",IRWIN
,DEFAULT,,,,3607,500,TXTIC,0,,Minimal,Smoldering,Creeping,,Human,Utilities,Power Generation/Transmission,,,"12/10/2021, 10:57 PM",Type 5 Incident,,0,100,0,0,,,SWCC,"12/13/2021, 4:00 AM","12/12/2021, 4:00 PM","12/13/2021, 4:00 AM",U,Type 4 IC,Twin Creek,about 30 miles north of Amarillo Texas,WF,FI,35.659417,-101.871421,,,,0,,,,,1,213510,98,100,,Moore,TXTIC,48341,SFS,TXTXS,Private,Private,,,,,,,SW13,SFS,TXTXS,US-TX,,,Tall Grass (2.5 feet),Brush (2 feet),55,2021-TXTXS-213510,No Decision,wires,wires,0,,,"12/11/2021, 12:23 AM","12/13/2021, 5:49 PM",IRWIN
,DEFAULT,,,,,0.1,CASCCC,,,,,,,Undetermined,,,,,"12/11/2021, 12:14 AM",,,,,,,,,ONCC,,,,,,HIGHLAND,,WF,FI,37.074451,-121.604143,,,,0,0,0,0,0,,009229,,,,Santa Clara,CASCCC,06085,,,Private,Private,,,,,,,NC03A,,CASCU,US-CA,,,,,,2021-CASCU-009229,No Decision,cfcad,cfcad,0,,,"12/11/2021, 12:55 AM","12/11/2021, 12:59 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 12:36 AM",,,,,,,,,OSCC,,,,,,JUNIPER FLATS RD / HY 74  E,,WF,FI,33.757839,-117.112942,,,,0,0,0,0,0,,172026,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172026,No Decision,cfcad,cfcad,0,,,"12/11/2021, 1:39 AM","12/11/2021, 1:40 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 1:32 AM",,,,,,,,,OSCC,,,,,,RAMON RD  THOU,,WF,FI,33.816461,-116.392852,,,,0,0,0,0,0,,172051,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-172051,No Decision,cfcad,cfcad,0,,,"12/11/2021, 1:54 AM","12/11/2021, 1:54 AM",IRWIN
,DEFAULT,,,,,,CARRCC,,,,,,,,,,PD3X,,"11/2/2021, 4:00 PM",,,,,,,,,OSCC,,,,,,WASHINGTON 3,,WF,FI,,,,,,0,0,0,0,0,,003313,,,,Riverside,CARRCC,06065,FWS,CACVR,USFWS,Federal,,,,,,,SC12,FWS,CACVR,US-CA,,,,,,2021-CACVR-003313,No Decision,firecode,firecode,0,,,"12/11/2021, 2:23 AM","12/11/2021, 2:23 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 2:19 AM",,,,,,,,,OSCC,,,,,,MISSION BL / WALLACE ST,,WF,FI,33.9945,-117.402168,,,,0,0,0,0,0,,172069,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172069,No Decision,cfcad,cfcad,0,,,"12/11/2021, 2:30 AM","12/11/2021, 2:30 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 2:35 AM",,,,,,,,,OSCC,,,,,,DAY ST OFRP  / HY 60  W,,WF,FI,33.941821,-117.273734,,,,0,0,0,0,0,,172082,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172082,No Decision,cfcad,cfcad,0,,,"12/11/2021, 2:53 AM","12/11/2021, 2:53 AM",IRWIN
,DEFAULT,,,,,0.1,CAFKCC,,,,,,,Undetermined,,,,,"12/11/2021, 3:32 AM",,,,,,,,,OSCC,,,,,,FAIRFAX,,WF,FI,36.850879,-120.563198,,,,0,0,0,0,0,,019895,,,,Fresno,CASICC,06019,,,Private,Private,,,,,,,SC05,CDF,CAFKU,US-CA,,,,,,2021-CAFKU-019895,No Decision,cfcad,cfcad,0,,,"12/11/2021, 3:54 AM","12/11/2021, 3:54 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 4:38 AM",,,,,,,,,OSCC,,,,,,HY 111   RANM,,WF,FI,33.768969,-116.446013,,,,0,0,0,0,0,,172157,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC12,CDF,CARRU,US-CA,,,,,,2021-CARRU-172157,No Decision,cfcad,cfcad,0,,,"12/11/2021, 4:53 AM","12/11/2021, 4:53 AM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/11/2021, 4:58 AM",,,,,,,,,OSCC,,,,,,LAC-395430,,WF,FI,34.6161,-118.12344,,,,0,,,,,,395430,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-395430,No Decision,lacocad,lacocad,0,,,"12/11/2021, 5:00 AM","12/11/2021, 5:00 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 4:52 AM",,,,,,,,,OSCC,,,,,,VAN BUREN BL / CLAY ST,,WF,FI,33.967161,-117.466631,,,,0,0,0,0,0,,172165,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172165,No Decision,cfcad,cfcad,0,,,"12/11/2021, 5:09 AM","12/11/2021, 5:09 AM",IRWIN
,DEFAULT,,,,1465,,ARAOC,36142,,Minimal,Smoldering,Torching,,Human,,,PD44,,"12/10/2021, 9:39 PM",Type 3 Incident,,0,100,0,0,,,SACC,"12/13/2021, 2:45 AM","12/12/2021, 4:30 AM","12/13/2021, 2:45 AM",U,Type 3 IC,Coombs Fire,NE of the intersection of SE Coombs Rd and SE 90th Street,WF,FI,,,,,,0,,,,,0,400014,90,100,Lawton,Comanche,ARAOC,40031,,,Private,Private,,,,,,,SA02,DVF,OKOKS,US-OK,,,Brush (2 feet),Tall Grass (2.5 feet),1,2021-OKOKS-400014,No Decision,ics209,firecode,0,,,"12/11/2021, 5:25 AM","12/13/2021, 6:38 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/11/2021, 7:10 AM",,,,,,,,,OSCC,,,,,,LAC-395547,,WF,FI,34.5579,-118.1323,,,,0,,,,,,395547,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2021-CALAC-395547,No Decision,lacocad,lacocad,0,,,"12/11/2021, 7:13 AM","12/11/2021, 7:13 AM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 9:49 AM",,,,,,,,,OSCC,,,,,,LA SIERRA AV / TIN MINE RD,,WF,FI,33.851461,-117.470461,,,,0,,,,,,172266,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172266,No Decision,cfcad,cfcad,0,,,"12/11/2021, 9:49 AM","12/11/2021, 10:07 AM",IRWIN
,DEFAULT,,,,,0.1,CAMVIC,,,,,,,Undetermined,,,,,"12/11/2021, 4:16 AM",,,,,,,,,OSCC,,,,,,EAST 2,,WF,FI,33.288932,-116.810503,,,,0,0,0,0,0,,023547,,,,San Diego,CAMVIC,06073,,,Private,Private,,,,,,,SC11,CDF,CAMVU,US-CA,,,,,,2021-CAMVU-023547,No Decision,cfcad,cfcad,0,,,"12/11/2021, 10:00 AM","12/11/2021, 10:04 AM",IRWIN
,DEFAULT,,,,2078,1,FLFIC,,,,,,,Undetermined,,,,,"12/11/2021, 3:00 PM",,,,,,,,,SACC,,,,,,OSF CPT 46/ CPT 47 Rx,,RX,FI,30.33386,-82.59996,2078,,,0,0,0,0,0,,000872,,,,Columbia,FLFIC,12023,FS,FLFNF,USFS,Federal,,,,,,,SA45A,FS,FLFNF,US-FL,,,,,,2021-FLFNF-000872,No Decision,wildcad,wildcad,0,,,"12/11/2021, 3:48 PM","12/11/2021, 11:29 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/11/2021, 5:06 PM",,,,,,,,,OSCC,,,,,,LAC-395929,,WF,FI,34.74792,-118.14452,,,,0,,,,,,395929,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2021-CALAC-395929,No Decision,lacocad,lacocad,0,,,"12/11/2021, 5:08 PM","12/11/2021, 5:08 PM",IRWIN
,DEFAULT,,,,37,1,ARAOC,,,,,,,Human,,,PD3Z,,"12/10/2021, 11:30 PM",,,,,,,PA,1522,SACC,,,,,,COLD SPRINGS,,WF,FI,34.94162,-96.70055,3,,,0,1,0,0,0,,002549,,,,Seminole,ARAOC,40133,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2021-OKWEA-002549,No Decision,wildcad,wildcad,0,,,"12/11/2021, 6:03 PM","12/13/2021, 4:21 PM",IRWIN
,DEFAULT,,,,,0.1,CARRCC,,,,,,,Undetermined,,,,,"12/11/2021, 5:54 PM",,,,,,,,,OSCC,,,,,,FIR AV / LEE ST,,WF,FI,33.935434,-117.233319,,,,0,0,0,0,0,,172385,,,,Riverside,CARRCC,06065,,,Private,Private,,,,,,,SC08,CDF,CARRU,US-CA,,,,,,2021-CARRU-172385,No Decision,cfcad,cfcad,0,,,"12/11/2021, 6:18 PM","12/11/2021, 6:18 PM",IRWIN
,DEFAULT,,,,,0.01,CALACC,,,,,,,Undetermined,,,,,"12/11/2021, 6:51 PM",,,,,,,,,OSCC,,,,,,LAC-396003,,WF,FI,34.58351,-118.2022,,,,0,,,,,,396003,,,,Los Angeles,CALACC,06037,,,Private,Private,,,,,,,SC09,C&L,CALAC,US-CA,,,,,,2021-CALAC-396003,No Decision,lacocad,lacocad,0,,,"12/11/2021, 6:55 PM","12/11/2021, 6:55 PM",IRWIN
